Hand_ID,Stakes,Cash_Drop,Hero_Position,Hero_Stack,Hero_Cards,Flop_Cards,Turn_Card,River_Card,Preflop_Actions,Preflop_1st_Bet,Preflop_3B,Preflop_4B,Preflop_5B,Preflop_Limp,Preflop_Limp_Fold,Preflop_Limp_Call,Preflop_Pot,Hero_Position_Type,Hero_Open_Position,Hero_3B_Chance,Pot_Type,Hero_Squeeze,Final_Pot_Type,UTG_open,MP_open,CO_open,BTN_open,SB_open,BB_call_open,UTG_3B,MP_3B,CO_3B,BTN_3B,SB_3B,BB_3B,UTG_face_to_3B,MP_face_to_3B,CO_face_to_3B,BTN_face_to_3B,SB_face_to_3B,BB_face_to_3B,UTG_4B,MP_4B,CO_4B,BTN_4B,SB_4B,BB_4B,UTG_face_to_4B,MP_face_to_4B,CO_face_to_4B,BTN_face_to_4B,SB_face_to_4B,BB_face_to_4B,Pool_Preflop_Summary,Hero_Preflop_Summary,Flop_Actions,Flop_Pot,IP_Cbet_Flop,OOP_Cbet_Flop,VS_IP_Cbet_Flop,VS_OOP_Cbet_Flop,OOP_Donk_Flop,IP_Face_Donk_Flop,Miss_Cbet_OOP_Flop,OOP_Miss_Cbet_IP_Bet,Miss_Cbet_IP_Flop,IP_Miss_Cbet_OOP_Bet_Turn,OOP_XR_Cbet_Flop,IP_Raises_Cbet_Flop,Turn_Actions,Turn_Pot,River_Actions,River_Pot,Result,Total_Pot,Hero_Win,Hero_Win_Amount,OOP_Player,IP_Player,ip_face_donk
RC3334562272,($0.02/$0.05),NO,MP,169BB,5d Jc,Qh Jh 7s,6d,Kd,Opp(UTG): calls 1.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): checks,,,,,,,,2.4BB,NA,fold,NO,limped,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limped_UTG,folds,Opp(BB): checks; Opp(UTG): checks; ,2.4BB,NA,NA,,,NO,,NO,,NO,,NO,NO,Opp(BB): checks; Opp(UTG): checks; ,2.4BB,Opp(BB): checks; Opp(UTG): checks; ,2.4BB,0BB,2.4BB,NO,0,bf4557c,933f6ef1,
RC3334562217,($0.02/$0.05),NO,UTG,169BB,3c As,Kh 9s Ac,Tc,5d,Hero(UTG): folds; Opp(MP): calls 1.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): checks,,,,,,,,2.4BB,NA,fold,NO,limped,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limped_MP,folds,Opp(BB): bets 2.0BB; Opp(MP): calls 2.0BB; ,6.4BB,NA,NA,,,YES,,NO,,NA,,NO,NO,Opp(BB): bets 2.2BB; Opp(MP): calls 2.2BB; ,10.8BB,Opp(BB): checks; Opp(MP): checks; ,10.8BB,0BB,10.8BB,NO,0,3e3946b0,a75d2a3b,call
RC3334562161,($0.02/$0.05),NO,SB,169BB,5h 6c,4s Qc Kd,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): calls 1.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): checks,,,,,,,,2.4BB,NA,fold,NO,limped,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limped_CO,folds,Opp(BB): checks; Opp(CO): bets 1.2BB; Opp(BB): folds; ,2.4BB,NA,NA,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,2.4BB,NO,0,8e93231a,eb63e0f4,
RC3334562118,($0.02/$0.05),NO,CO,169BB,Ks 6d,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3334562094,($0.02/$0.05),NO,CO,169BB,Js 2s,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3334562070,($0.02/$0.05),NO,BTN,169BB,2s Kh,6d 2d 3h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): calls 7.0BB,Opp(CO): raises 2.0BB; Hero(BTN): folds,Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): calls 7.0BB,,,,,,19.4BB,NA,NA,Yes-folds,3B,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_CO_C,folds to open,Opp(SB): checks; Opp(CO): bets 9.6BB; Opp(SB): raises 28.8BB; Opp(CO): folds; ,38.6BB,NA,NO,,,NO,,YES,,NO,,NO,NO,,0BB,,0BB,0BB,38.2BB,NO,0,433fbf8f,8f77797e,
RC3334562041,($0.02/$0.05),NO,BB,170BB,3s 6h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,NA,NA_hero_BB,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-1.0BB,2.4BB,NO,0,,,
RC3334562020,($0.02/$0.05),NO,MP,170BB,8h Tc,Ks 4h Ts,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): calls 1.0BB; Opp(SB): raises 2.6BB; Opp(BB): folds; Opp(BTN): calls 1.6BB,Opp(SB): raises 2.6BB; Opp(BB): folds; Opp(BTN): calls 1.6BB,,,,,,,6.6BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_BTN_C_BTN_C,folds,Opp(SB): checks; Opp(BTN): bets 2.2BB; Opp(SB): folds; ,6.6BB,NA,NO,,,NO,,YES,,NO,,NO,NO,,0BB,,0BB,0BB,6.2BB,NO,0,aa5c1aba,7b0814a4,
RC3334561994,($0.02/$0.05),NO,MP,170BB,Ks 8c,,,,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTG_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3334561798,($0.02/$0.05),NO,UTG,172BB,Kh Jd,,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 10.8BB; Opp(BB): folds; Hero(UTG): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds,Opp(SB): raises 10.8BB; Opp(BB): folds; Hero(UTG): folds,,,,,,5.4BB,OOP,UTG,NO,3B,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_all_fold,fold to 3B,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-2.0BB,5.0BB,NO,0,,,
RC3334561733,($0.02/$0.05),NO,BB,173BB,5s Ts,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.8BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.8BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,NA,NA_hero_BB,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-1.0BB,2.4BB,NO,0,,,
RC3334561708,($0.02/$0.05),NO,SB,173BB,6c Ks,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,0.8BB,NO,0,,,
RC3334561654,($0.02/$0.05),NO,MP,173BB,Ks 5s,,,,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTG_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3334561623,($0.02/$0.05),NO,SB,174BB,7c Ah,Qs 5d 2h,Kd,5s,Opp(UTG): folds; Opp(MP): raises 2.4BB; Opp(CO): calls 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.4BB; Opp(CO): calls 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,6.2BB,NA,NA,Yes-folds,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_CO_C,folds to open,Opp(MP): bets 2.2BB; Opp(CO): calls 2.2BB; ,10.6BB,NA,yes,,call,NO,,NO,,NO,,NO,NO,Opp(MP): bets 9.6BB; Opp(CO): calls 9.6BB; ,29.8BB,Opp(MP): checks; Opp(CO): checks; ,29.8BB,-0.4BB,29.8BB,NO,0,96564827,a28ca95c,
RC3334561376,($0.02/$0.05),NO,CO,178BB,Td Tc,Ks 4c Ad,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Hero(CO): calls 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Hero(CO): calls 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,5.4BB,OOP,NA,Yes-Calls,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_CO_C,calls 1st_raises,Opp(MP): checks; Hero(CO): bets 2.0BB; Opp(MP): raises 6.4BB; Hero(CO): folds; ,9.4BB,hero_NA,NO,,,NO,,YES,,NO,,NO,NO,,0BB,,0BB,-4.0BB,9.4BB,NO,0,1e474bac,Hero,
RC3334561351,($0.02/$0.05),NO,UTG,178BB,Js 8h,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.8BB; Opp(BB): folds,Opp(SB): raises 2.8BB; Opp(BB): folds,,,,,,,2.4BB,NA,fold,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.0BB,NO,0,,,
RC3334561327,($0.02/$0.05),NO,MP,178BB,3c Ad,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,fold,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3334561292,($0.02/$0.05),NO,BTN,178BB,6c Ts,Kh 4d Th,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.6BB,Opp(MP): raises 2.6BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,NA,NA,Yes-folds,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_BB_C,folds to open,Opp(BB): checks; Opp(MP): bets 2.8BB; Opp(BB): folds; ,5.6BB,yes,NA,fold,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,5.6BB,NO,0,a2b7d805,c35cd20e,
RC3334561266,($0.02/$0.05),NO,BTN,178BB,Kd 3c,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3334560828,($0.02/$0.05),NO,BB,173BB,Th 8h,Kc 6s 5s,Kd,8s,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 2.2BB; Hero(BB): calls 1.6BB,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 2.2BB; Hero(BB): calls 1.6BB,,,,,,,7.8BB,OOP,NA_hero_BB,Yes-Calls,SRP,NO,multi,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTG_R_SB_C_BB_C,calls 1st_raises,Opp(SB): checks; Hero(BB): checks; Opp(UTG): checks; ,7.8BB,NA,NA,,,NO,,NO,,NO,,NO,NO,Opp(SB): checks; Hero(BB): checks; Opp(UTG): checks; ,7.8BB,Opp(SB): checks; Hero(BB): checks; Opp(UTG): checks; ,7.8BB,4.8BB,7.8BB,YES,0,69c3afd2,229ec9a7,
RC3334560799,($0.02/$0.05),NO,UTG,173BB,Th 7h,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,fold,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3334560774,($0.02/$0.05),NO,CO,173BB,3h 5c,Ks 9h 4c,Jd,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.6BB; Opp(BB): calls 1.6BB,Opp(SB): raises 2.6BB; Opp(BB): calls 1.6BB,,,,,,,5.6BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_BB_C,folds,Opp(SB): checks; Opp(BB): checks; ,5.6BB,NA,NO,,,NO,,YES,no,NO,,NO,NO,Opp(SB): checks; Opp(BB): bets 10.0BB; Opp(SB): folds; ,5.6BB,,0BB,0BB,5.2BB,NO,0,577bd292,ba806aaa,
RC3334560662,($0.02/$0.05),NO,SB,172BB,8h Qh,6d 2s Tc,9d,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 0.6BB; Opp(BB): checks,,,,,Hero(SB): calls 0.6BB,,,2.0BB,OOP,no open(limp),NO,limped,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limped_SB,limp,Hero(SB): checks; Opp(BB): checks; ,2.0BB,NA,hero_NA,,,Hero_no,,NO,,NO,,NO,NO,Hero(SB): bets 1.0BB; Opp(BB): folds; ,2.0BB,,0BB,1.0BB,2.0BB,YES,0,Hero,8f77797e,
RC3334560631,($0.02/$0.05),NO,CO,172BB,4c 8d,Qs Qc 3c,5d,Ad,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.8BB; Opp(SB): folds; Opp(BB): calls 1.8BB,Opp(BTN): raises 2.8BB; Opp(SB): folds; Opp(BB): calls 1.8BB,,,,,,,6.0BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_BB_C,folds,Opp(BB): checks; Opp(BTN): bets 3.0BB; Opp(BB): calls 3.0BB; ,12.0BB,yes,NA,call,,NO,,NO,,NO,,NO,NO,Opp(BB): checks; Opp(BTN): bets 6.0BB; Opp(BB): raises 24.0BB; Opp(BTN): calls 18.0BB; ,60.0BB,Opp(BB): bets 19.8BB; Opp(BTN): raises 74.0BB; Opp(BB): calls 54.2BB; ,208.0BB,0BB,208.0BB,NO,0,46f37de2,aeb50acd,
RC3334560475,($0.02/$0.05),NO,CO,171BB,Kd Qh,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,OOP,CO,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,1st_raises,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,1.4BB,2.4BB,YES,0,,,
RC3334560437,($0.02/$0.05),NO,BTN,171BB,6s 8h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3334560167,($0.02/$0.05),NO,BB,168BB,Tc Ts,Jc 3s 5c,As,8h,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,OOP,NA_hero_BB,Yes-Calls,SRP,NO,1v1,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_BB_C,calls 1st_raises,Hero(BB): checks; Opp(MP): checks; ,4.4BB,NO,hero_NA,,,Hero_no,,NO,,YES,hero_no,NO,NO,Hero(BB): checks; Opp(MP): checks; ,4.4BB,Hero(BB): checks; Opp(MP): checks; ,4.4BB,2.2BB,4.4BB,YES,0,Hero,7dd18ea7,
RC3334560065,($0.02/$0.05),NO,SB,169BB,6c 3c,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,2.4BB,NO,0,,,
RC3334560017,($0.02/$0.05),NO,CO,169BB,Ts 5h,Jc 2s Th,3s,,Opp(UTG): folds; Opp(MP): raises 2.4BB; Hero(CO): folds; Opp(BTN): raises 4.6BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): calls 2.2BB,Opp(MP): raises 2.4BB; Hero(CO): folds,Opp(BTN): raises 4.6BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): calls 2.2BB,,,,,,10.6BB,NA,NA,Yes-folds,3B,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_3B_MP_C,folds to open,Opp(MP): checks; Opp(BTN): checks; ,10.6BB,NO,NA,,,NO,,NO,,YES,no,NO,NO,Opp(MP): checks; Opp(BTN): bets 5.4BB; Opp(MP): folds; ,10.6BB,,0BB,0BB,10.6BB,NO,0,21e0e4ee,f18b40b7,
RC3334559970,($0.02/$0.05),NO,BTN,169BB,Kh 6s,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3334559945,($0.02/$0.05),NO,UTG,169BB,5c 3c,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3334559867,($0.02/$0.05),NO,SB,168BB,Qs Kd,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): raises 3.0BB; Opp(BB): folds,Hero(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,OOP,SB,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_all_fold,1st_raises,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0.6BB,2.0BB,YES,0,,,
RC3334559435,($0.02/$0.05),NO,BB,158BB,8s 8h,8d Kh 4h,Ks,6d,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.4BB,Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.4BB,,,,,,,5.2BB,OOP,NA_hero_BB,Yes-Calls,SRP,NO,1v1,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_BB_C,calls 1st_raises,Hero(BB): checks; Opp(CO): checks; ,5.2BB,NO,hero_NA,,,Hero_no,,NO,,YES,hero_yes,NO,NO,Hero(BB): bets 2.8BB; Opp(CO): calls 2.8BB; ,10.8BB,Hero(BB): bets 5.6BB; Opp(CO): calls 5.6BB; ,22.0BB,10.2BB,22.0BB,YES,0,Hero,8f9fd8b1,
RC3334559410,($0.02/$0.05),NO,MP,158BB,Qc Ts,4s 8d 6s,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,,,,,,,4.4BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_BB_C,folds,Opp(SB): bets 1.0BB; Opp(BB): raises 4.0BB; Opp(SB): folds; ,6.4BB,NA,yes,,raises,NO,,NO,,NO,,NO,yes,,0BB,,0BB,0BB,6.0BB,NO,0,95d29c49,4506a4f6,
