hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3334597613,Hero(UTG),NA,,,3B,NO,fold,155BB,4h 2h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): raises 10.0BB; Opp(BB): folds; Opp(BTN): folds,Opp(BTN): raises 2.2BB,Opp(SB): raises 10.0BB; Opp(BB): folds; Opp(BTN): folds,,,,,,5.8BB,,0BB,,0BB,,0BB,0BB,5.4BB,,,,,,NO,,,,
RC3334597584,Hero(BB),NA,,,3B,NO,1v1,156BB,5d 4s,$0.02/$0.05,9s Tc 9h,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): raises 7.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds; Opp(MP): calls 4.8BB,Opp(MP): raises 2.6BB,Opp(CO): raises 7.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds; Opp(MP): calls 4.8BB,,,,,,16.2BB,Opp(MP): checks; Opp(CO): bets 4.2BB; Opp(MP): folds; ,16.2BB,,0BB,,0BB,-1.0BB,16.2BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334597295,Hero(BTN),IP,BTN,,SRP,NO,1v1,154BB,Ad Th,$0.02/$0.05,3d 8h 7h,2d,8c,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(BTN): checks; ,4.4BB,Opp(BB): checks; Hero(BTN): checks; ,4.4BB,Opp(BB): checks; Hero(BTN): checks; ,4.4BB,2.2BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334597256,Hero(UTG),NA,,,SRP,NO,fold,154BB,Ad 5c,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334597232,Hero(SB),NA,,,limped,NO,fold,154BB,6d Kc,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3334597207,Hero(BB),NA,,,SRP,NO,1v1,155BB,Tc 9s,$0.02/$0.05,6c Td Ad,Js,Jh,Opp(UTG): folds; Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): calls 2.2BB; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): calls 2.2BB; Opp(SB): folds; Hero(BB): folds,,,,,,,5.8BB,Opp(MP): checks; Opp(BTN): checks; ,5.8BB,Opp(MP): bets 3.0BB; Opp(BTN): calls 3.0BB; ,11.8BB,Opp(MP): checks; Opp(BTN): bets 12.0BB; Opp(MP): folds; ,11.8BB,-1.0BB,11.8BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334597173,Hero(CO),NA,,,SRP,NO,fold,155BB,2h 3h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334597133,Hero(MP),NA,,,SRP,NO,fold,155BB,7s Td,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334596713,Hero(SB),OOP,,,SRP,NO,1v1,157BB,7h 6h,$0.02/$0.05,2s Jh 9h,Jd,2d,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Hero(SB): checks; Opp(UTG): checks; ,5.0BB,Hero(SB): checks; Opp(UTG): checks; ,5.0BB,Hero(SB): checks; Opp(UTG): checks; ,5.0BB,-2.0BB,5.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334596279,Hero(UTG),OOP,UTG,,SRP,NO,multi,162BB,As Qs,$0.02/$0.05,2s 7s Kd,8h,Th,Hero(UTG): raises 2.0BB; Opp(MP): calls 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(UTG): raises 2.0BB; Opp(MP): calls 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,6.4BB,Opp(BB): checks; Hero(UTG): bets 2.4BB; Opp(MP): calls 2.4BB; Opp(BB): calls 2.4BB; ,13.6BB,Opp(BB): checks; Hero(UTG): checks; Opp(MP): checks; ,13.6BB,Opp(BB): checks; Hero(UTG): checks; Opp(MP): bets 6.8BB; Opp(BB): folds; Hero(UTG): folds; ,13.6BB,-4.4BB,13.6BB,,NO,NO,,,NO,YES,,YES,
RC3334596024,Hero(BB),OOP,,,SRP,NO,1v1,152BB,Qd 8d,$0.02/$0.05,8c Qc Js,Ac,Kd,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.4BB; Opp(SB): folds; Hero(BB): calls 2.4BB,Opp(BTN): raises 3.4BB; Opp(SB): folds; Hero(BB): calls 2.4BB,,,,,,,7.2BB,Hero(BB): checks; Opp(BTN): checks; ,7.2BB,Hero(BB): checks; Opp(BTN): bets 7.2BB; Hero(BB): calls 7.2BB; ,21.6BB,Hero(BB): checks; Opp(BTN): checks; ,21.6BB,10.0BB,21.6BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334595995,Hero(CO),NA,,,SRP,NO,fold,152BB,7s Kc,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595970,Hero(CO),NA,,,SRP,NO,fold,152BB,Jh 2c,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595943,Hero(MP),NA,,,SRP,NO,fold,152BB,Qs 6s,$0.02/$0.05,,,,Opp(UTG): raises 4.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 4.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595454,Hero(BTN),IP,,,SRP,NO,multi,156BB,9s Ts,$0.02/$0.05,5h Jc Qs,Qc,Ad,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(CO): raises 2.0BB; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(CO): bets 2.2BB; Hero(BTN): calls 2.2BB; Opp(BB): folds; ,10.8BB,Opp(CO): checks; Hero(BTN): checks; ,10.8BB,Opp(CO): bets 7.2BB; Hero(BTN): folds; ,10.8BB,-4.2BB,10.8BB,,NO,NO,,,NO,YES,,YES,
RC3334595419,Hero(BTN),NA,,,SRP,NO,fold,156BB,Kc 4d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595351,Hero(BTN),NA,,,SRP,NO,1v1,156BB,3d Ks,$0.02/$0.05,Jc 2h Kd,7c,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(UTG): checks; ,4.4BB,Opp(BB): bets 1.0BB; Opp(UTG): folds; ,4.4BB,,0BB,0BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334595324,Hero(SB),NA,,,SRP,NO,1v1,156BB,4s 6d,$0.02/$0.05,4h 9d 6h,8h,3s,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(UTG): checks; ,5.6BB,Opp(BB): checks; Opp(UTG): checks; ,5.6BB,Opp(BB): bets 1.8BB; Opp(UTG): folds; ,5.6BB,-0.4BB,5.6BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334595062,Hero(SB),OOP,,,SRP,NO,multi,157BB,Qh Ks,$0.02/$0.05,4s 6c 5s,Th,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,6.0BB,Hero(SB): checks; Opp(BB): checks; Opp(CO): checks; ,6.0BB,Hero(SB): checks; Opp(BB): bets 4.0BB; Opp(CO): raises 11.4BB; Hero(SB): folds; Opp(BB): folds; ,14.0BB,,0BB,-2.0BB,14.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334595003,Hero(BB),IP,,,limped,NO,fold,158BB,2d 3s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3334594950,Hero(CO),NA,,,3B,NO,fold,158BB,7h Qs,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): raises 9.2BB; Opp(SB): folds,Opp(SB): raises 3.0BB,Opp(BB): raises 9.2BB; Opp(SB): folds,,,,,,7.4BB,,0BB,,0BB,,0BB,0BB,6.0BB,,,,,,NO,,,,
RC3334594915,Hero(SB),NA,,,3B,NO,fold,158BB,9s Jd,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): raises 6.6BB; Hero(SB): folds; Opp(BB): folds; Opp(MP): folds,Opp(MP): raises 2.0BB; Opp(CO): folds,Opp(BTN): raises 6.6BB; Hero(SB): folds; Opp(BB): folds; Opp(MP): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-0.4BB,5.4BB,,,,,,NO,,,,
RC3334564548,Hero(MP),IP,MP,,SRP,NO,multi,160BB,6s 5s,$0.02/$0.05,Jd Ad Jc,Js,3c,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero(MP): checks; ,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero(MP): checks; ,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero(MP): checks; ,6.0BB,-2.0BB,6.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334564521,Hero(MP),NA,,,SRP,NO,1v1,160BB,3s 4d,$0.02/$0.05,Ad 7h Kh,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.4BB,Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.4BB,,,,,,,5.2BB,Opp(BB): bets 1.8BB; Opp(CO): raises 10.8BB; Opp(BB): folds; ,8.8BB,,0BB,,0BB,0BB,8.8BB,,,NO,,IP R,YES,,,,
RC3334564486,Hero(BB),OOP,,,limped,NO,1v1,161BB,7d 2d,$0.02/$0.05,6s 3s Td,,,Opp(UTG): folds; Opp(MP): calls 1.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): checks,,,,,,,,2.4BB,Hero(BB): checks; Opp(MP): bets 1.0BB; Hero(BB): folds; ,2.4BB,,0BB,,0BB,-1.0BB,2.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334564456,Hero(MP),NA,,,limped,NO,fold,161BB,5c 7h,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334564426,Hero(MP),NA,,,SRP,NO,fold,161BB,5s 9c,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334564396,Hero(BTN),NA,,,limped,NO,fold,161BB,8h 3d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334564364,Hero(MP),NA,,,SRP,NO,fold,161BB,Jc 7s,$0.02/$0.05,,,,Opp(UTG): raises 2.2BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.2BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334564336,Hero(BB),NA,,,SRP,NO,fold,162BB,2c Td,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3334564291,Hero(MP),NA,,,SRP,NO,fold,162BB,Jh Td,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334564014,Hero(UTG),NA,UTG,,3B,NO,fold,164BB,7s 7d,$0.02/$0.05,,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): raises 12.0BB; Hero(UTG): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,Opp(BB): raises 12.0BB; Hero(UTG): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-2.0BB,4.4BB,,,,,,NO,,,,
