hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3334562920,3,9.27,2d 9d,3c 9c 9s,Kh,2h,Opponent: raises $0.1 to $0.15; Opponent: calls $0.15; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.28; ,Opponent collected $0.36 from pot
RC3334562892,5,9.27,Kc 9d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334562858,4,9.27,8c 7d,,,,,,,,Opponent 3
RC3334562827,5,9.27,Ah 6s,Ac 2h 7s,7c,9c,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: bets $0.25; Opponent: calls $0.25; ,Opponent: bets $0.75; ,Opponent collected $0.89 from pot
RC3334562784,1,9.2,2d 6c,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.4 to $0.55; ,,,,Opponent 3
RC3334562747,3,9.25,Kd 6h,,,,,,,,Opponent 3
RC3334562718,2,9.27,8s 9d,Jh 4d 4s,2h,Ts,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.32; ,Opponent collected $0.21 from pot
RC3334562682,1,9.27,Jc 8s,,,,,,,,Opponent 3
RC3334562636,6,9.27,3c 8s,,,,,,,,Opponent 3
RC3334562508,2,9.22,Qs 9s,Th As 7c,,,Hero: calls $0.03; Opponent: checks; ,Hero: bets $0.05; ,,,Hero collected $0.1 from pot
RC3334562478,1,9.22,4c 6c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334562434,1,9.22,Th 6d,,,,,,,,Opponent 3
RC3334562391,3,9.27,9s 2h,,,,Opponent: raises $0.09 to $0.14; ,,,,Opponent 5
RC3334562363,5,9.27,2d 6s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3334562308,5,9.27,6s 9d,Ad Qd Kd,Jh,3h,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.21; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [8c 8d] (Pair of Eights); Opponent: shows [As 4h] (Pair of Aces); ,Opponent collected $0.66 from pot
RC3334562083,6,9.37,Ac 4c,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.19 to $0.29; ,,,,Opponent 2
RC3334562051,5,9.37,5c 9c,6d Ac 4s,6h,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.12; ,,Opponent collected $0.23 from pot
RC3334562026,5,9.37,2h Js,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334561996,5,9.37,9s 3s,Tc Ks 3d,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.09; ,,,Opponent collected $0.26 from pot
RC3334561858,4,9.3,Ks Qh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334561830,2,9.32,8c Qd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334561408,1,7.85,Th Td,3s Ts Js,5h,6c,Hero: raises $0.05 to $0.1; Opponent: raises $0.19 to $0.29; Hero: calls $0.19; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.32; Hero: calls $0.32; ,Opponent: checks; Hero: bets $0.96; Opponent: calls $0.96; Hero: shows [Th Td] (Three Tens); Opponent: shows [Kc Jh] (Pair of Jacks); ,Hero collected $2.97 from pot
RC3334561370,2,7.87,Ah 5s,3h 9s 3d,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.14; ,,,Opponent collected $0.27 from pot
RC3334561341,5,7.87,6c 9d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334561313,3,7.92,3s Ad,,,,,,,,Opponent 3
RC3334561283,2,7.94,5d 4h,,,,,,,,Opponent 3
RC3334560989,5,8.15,Ac Jh,Kc 2h Qh,4d,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.11; Hero: calls $0.11; ,Opponent: bets $0.22; ,,Opponent collected $0.42 from pot
RC3334560921,4,8.15,6c 3s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334560859,3,8.2,As 6d,4c 7d 4s,3s,Ts,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; Opponent: shows [Jd Ac] (Pair of Fours); Opponent: shows [Qs Kh] (Pair of Fours); ,Opponent collected $0.36 from pot
RC3334560834,4,8.2,2h 2c,Ad 9s 6h,9d,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.34; ,,Opponent collected $0.24 from pot
RC3334560756,6,8.13,Jc Qh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334560696,1,8.13,6c Th,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334560668,3,8.18,6d 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334560633,4,8.18,Ah 2c,,,,,,,,Opponent 3
RC3334560604,2,8.2,4h Kh,5c 5h 3c,8d,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.16; Opponent: calls $0.16; ,Opponent: checks; Opponent: bets $0.48; ,,Opponent collected $0.61 from pot
RC3334560277,6,7.85,8s 8c,Jc 2c 8h,Qh,,Opponent: raises $0.08 to $0.13; Hero: calls $0.13; ,Opponent: checks; Hero: bets $0.18; Opponent: calls $0.18; ,Opponent: checks; Hero: bets $0.52; ,,Hero collected $0.66 from pot
RC3334559851,5,7.39,9h 8h,As 9s 5c,9c,Qc,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.3; Hero: raises $0.74 to $1.04; ,Hero collected $0.94 from pot
RC3334559826,5,7.39,Jc 5s,Kh Qs 6s,2d,4c,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Td Qc] (Pair of Queens); Opponent: shows [Qh Js] (Pair of Queens); ,Opponent collected $0.66 from pot
RC3334559795,1,7.39,5d 8h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: raises $0.54 to $0.86; ,,,,Opponent 5
RC3334559750,2,7.41,As 6d,Jh 9c Ad,9s,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.14; ,,Opponent collected $0.32 from pot
RC3334559679,4,7.41,5h 3h,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334559644,3,7.46,9d Kh,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334559612,4,7.46,6d 9c,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; ,,,,Opponent 2
RC3334559585,5,7.46,5h 8h,,,,,,,,Opponent 3
RC3334559545,1,7.46,Jh 2c,,,,,,,,Opponent 3
RC3334559518,5,7.46,Ts 2h,Kc 3s 9s,Ac,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.23; ,,Opponent collected $0.29 from pot
RC3334559495,4,7.46,4s 9s,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.32 to $0.45; ,,,,Opponent 3
RC3334559472,1,7.39,Tc 2h,,,,,,,,Opponent 3
RC3334559446,3,7.44,Jh 9d,,,,,,,,Opponent 3
RC3334559419,6,7.44,Qc 4c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334559394,4,7.44,7s Ad,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334559370,6,7.44,5s 2d,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.4 to $0.53; ,,,,Opponent 3
RC3334559326,2,7.46,Kh 5h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334559304,1,7.46,Ad 5c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3334559276,4,7.46,Qc Jh,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334559087,3,7.59,4s 4d,6h 2h Js,,,Opponent: raises $0.08 to $0.13; Hero: calls $0.08; ,Hero: checks; Opponent: bets $0.07; ,,,Opponent collected $0.27 from pot
RC3334559062,3,7.64,Ah 2h,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334559037,2,7.66,2h 4c,,,,,,,,Opponent 3
RC3334559012,1,7.66,6h Kd,,,,,,,,Opponent 3
RC3334558985,5,7.66,8c 2c,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; ,,,,Opponent 3
RC3334558940,3,7.71,7s 5d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334558900,2,7.73,7d 8s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334558878,5,7.73,7h Js,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334558856,4,7.73,4d 8c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3334558832,6,7.73,Th 4c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334558806,6,7.73,8s 6d,9s 3h 5d,Ac,7s,Opponent: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; Opponent: calls $0.25; ,Opponent: checks; Opponent: bets $0.39; Opponent: calls $0.39; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: bets $0.05; Opponent: calls $0.05; Opponent: shows [9h Ah] (Pair of Aces and Pair of Nines); Opponent: shows [Td Th] (Pair of Tens); ,Opponent collected $1.6 from pot
RC3334558781,1,7.73,5s Ac,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3334558755,2,7.75,Qc 9h,7c 6h Tc,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.09; ,,,Opponent collected $0.26 from pot
RC3334558372,5,7.9,8d 8c,Jh Ks 6s,Js,Ah,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.05; Hero: calls $0.05; Opponent: shows [Ac 7c] (Pair of Aces and Pair of Jacks); Hero: shows [8d 8c] (Pair of Jacks and Pair of Eights); ,Opponent collected $0.34 from pot
RC3334558329,6,7.9,8s 9c,8d 9d 6h,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: bets $0.08; ,,,Opponent collected $0.21 from pot
RC3334558305,6,7.9,6s Ts,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3334558229,1,7.9,Ts Ad,Jc 7d 6s,8d,Ah,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.22; Opponent: calls $0.22; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.62; ,Opponent collected $0.65 from pot
RC3334558192,5,7.83,3c Kh,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334558171,2,7.85,Kh 9s,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3334558146,3,7.9,Jd 3h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.45 to $0.55; ,,,,Opponent 2
RC3334558120,3,7.95,4c 9d,,,,,,,,Opponent 3
RC3334558095,5,7.95,As 6d,7s Jc Th,Kd,Ks,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.08; Opponent: raises $0.2 to $0.28; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $1.1; ,Opponent collected $0.76 from pot
RC3334558054,1,7.95,8c Tc,Js 8h 4d,9c,3s,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [3c 4h] (Pair of Fours and Pair of Treys); Opponent: shows [Ah 2h] (Ace-High); ,Opponent collected $0.3 from pot
RC3334558005,2,7.97,Ac 6s,,,,,,,,Opponent 3
RC3334557970,5,7.97,4d Jc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334557599,5,7.97,3c Tc,7c 2h 7d,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.1; ,,,Opponent collected $0.29 from pot
RC3334557543,2,7.99,Ts 8h,,,,,,,,Opponent 3
RC3334557520,5,7.99,3c 6h,Th 4s 5s,Ac,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.13; ,Opponent: checks; Opponent: bets $0.18; Opponent: calls $0.18; ,Opponent: checks; Opponent: bets $0.36; ,,Opponent collected $0.68 from pot
RC3334557418,4,7.92,Kd Js,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334557364,1,7.92,Th Kh,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334557323,3,7.97,4h 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334557299,3,8.02,5s 4d,Ah Jd Jh,As,Qs,Opponent: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; Opponent: calls $0.3; ,Opponent: checks; Opponent: bets $0.49; Opponent: calls $0.49; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.65; Opponent: raises $0.65 to $1.3; ,Opponent collected $3.03 from pot
RC3334557276,5,8.02,Kh 5c,Ad 7h 2c,9h,Th,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.26; ,Opponent collected $0.46 from pot
RC3334557201,4,7.95,Th Ts,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334556861,1,7.84,Js Qh,5d 4h 3d,Qs,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.12; ,,Hero collected $0.21 from pot
RC3334556834,5,7.84,2h Js,4h 7d 3s,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: bets $0.15; ,,,Opponent collected $0.28 from pot
RC3334556806,5,7.84,2s Kc,,,,,,,,Opponent 3
RC3334556776,4,7.84,Kh 8s,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334556413,6,7.94,Ah 9c,9d Kd Td,Jc,Qd,Hero: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; Opponent: checks; ,Opponent: checks; Hero: checks; Opponent: checks; ,Opponent: bets $0.1; Opponent: calls $0.1; Opponent: shows [7d 6c] (King High Flush); Opponent: shows [4s 4d] (King High Flush); ,Opponent collected $0.5 from pot
RC3334556372,2,7.96,9s 2h,3d 6h 8h,2s,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.15; ,,Opponent collected $0.26 from pot
RC3334555999,2,8.71,Qs Ad,6c As 8s,2h,,Hero: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; Hero: calls $0.3; ,Hero: checks; Opponent: bets $0.3; Hero: calls $0.3; ,Hero: checks; Opponent: bets $1.4; ,,Opponent collected $1.36 from pot
RC3334555818,3,8.57,Ac Qc,,,,Opponent: raises $0.08 to $0.13; Hero: raises $0.35 to $0.48; ,,,,Opponent 3
RC3334555767,1,8.57,Ah 5d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334555736,3,8.62,Qs 4h,9d 9h 4s,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.14; ,,,Opponent collected $0.26 from pot
RC3334555712,4,8.62,4c 3c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 2
RC3334555686,1,8.62,Qd 3d,Tc Ts 2h,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.28 from pot
RC3334555652,6,8.62,8s 5h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334555624,4,8.62,6s 8s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334555599,2,8.64,Ad 5h,,,,,,,,Opponent 3
RC3334555573,4,8.64,7d Kd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334555547,3,8.69,Kd 6d,Jd 2s Ah,Qd,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.22; Opponent: calls $0.22; ,Opponent: checks; Opponent: bets $0.55; ,,Opponent collected $1.04 from pot
RC3334555521,5,8.69,6d Qd,Ad Kd Jh,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.16; ,,,Opponent collected $0.25 from pot
RC3334555498,6,8.69,2h 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334555475,5,8.69,9d Ac,,,,,,,,Opponent 3
RC3334555410,2,8.71,Ac Tc,9c 4d 7c,3c,5c,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: raises $0.56 to $0.87; Opponent: raises $17.71 to $18.58 and is all-in; Opponent: calls $3.58 and is all-in; Opponent: shows [Kh Kc]; Opponent: shows [Jd Js]; ,,,,Opponent collected $8.75 from pot
RC3334555381,4,8.71,Js 9c,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 5
RC3334555354,2,8.73,4d 8c,,,,,,,,Opponent 3
RC3334555312,3,8.78,7d 2d,Kd 7s Tc,,,Opponent: calls $0.03; Hero: checks; ,Opponent: bets $0.06; ,,,Opponent collected $0.1 from pot
RC3334555281,1,8.78,Qh 4s,,,,,,,,Opponent 3
RC3334555253,6,8.78,Th 9c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334555189,1,8.78,5d 2d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334555161,4,8.78,Jh 4c,3h 7c Th,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.12; ,,,Opponent collected $0.25 from pot
RC3334555128,5,8.78,Qs Tc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334555098,5,8.78,Ks 2h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.32 to $0.42; Opponent: raises $0.78 to $1.2; ,,,,Opponent 1
RC3334555057,1,8.78,Ts Kc,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.21 to $0.32; ,,,,Opponent 2
RC3334554957,3,8.83,As 6c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334554923,2,8.85,Qs 3c,5c 8s 4s,,,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: bets $0.15; ,,,Opponent collected $0.12 from pot
RC3334554900,5,8.85,Td 9c,,,,,,,,Opponent 3
RC3334554875,5,8.85,9d 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334554833,5,8.85,Js Td,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3334554781,4,8.85,2h Qd,4d 7h As,7d,Ts,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [4s 4h] (Fours Full over Sevens); Opponent: shows [Kh 9h] (Pair of Sevens); ,Opponent collected $0.66 from pot
RC3334484648,3,8.9,Js Ac,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: raises $0.34 to $0.64; ,,,,Opponent 4
RC3334484609,2,8.92,8d Ah,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334484423,5,9.27,Ac Qc,7s 9s Tc,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; Hero: calls $0.25; ,Opponent: bets $0.38; ,,,Opponent collected $0.72 from pot
RC3334484387,1,9.27,Ts Kd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334484335,1,9.2,6d 2d,,,,,,,,Opponent 3
RC3334484284,2,9.22,4c 6d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334484261,3,9.27,6s 2h,,,,,,,,Opponent 3
RC3334484240,6,9.27,2d Ah,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334484097,2,9.13,6s 7s,5s 8c 2s,Qs,,Opponent: raises $0.05 to $0.1; Hero: calls $0.08; ,Hero: checks; Opponent: checks; ,Hero: bets $0.14; ,,Hero collected $0.24 from pot
RC3334484073,5,9.13,7h 2d,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334483990,3,9.11,Kd Ac,,,,,,,,Opponent 3
RC3334483962,4,9.11,6d Th,8c 9d 5s,Js,4c,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.33; Opponent: calls $0.33; ,Opponent: bets $1.72; ,Opponent collected $0.84 from pot
RC3334483936,4,9.11,Qs 8d,6s 5d Th,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.09; ,,,Opponent collected $0.25 from pot
RC3334483857,1,9.11,Kc 6h,,,,,,,,Opponent 3
RC3334483726,4,9.11,Jd 3s,,,,,,,,Opponent 3
RC3334483675,1,9.11,2s 6d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334483065,5,8.92,Kh Th,9h 3h As,5s,4h,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.3; ,Hero collected $0.37 from pot
RC3334483038,1,8.92,9s 4c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334483007,2,8.94,4d Kc,Ts 2s 8s,6d,Jh,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; Opponent: shows [As 8h] (Pair of Eights); Opponent: shows [Ac Qh] (Ace-High); ,Opponent collected $0.37 from pot
RC3334482981,3,8.99,5c Th,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334482770,3,9.04,Jc Qs,,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.58 to $0.68; ,,,,Opponent 2
RC3334482739,4,9.04,6c 4s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3334482710,2,9.06,8h 2c,,,,,,,,Opponent 3
RC3334482680,6,9.06,7s 2d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334482627,5,9.06,Jh 9h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3334482598,5,9.06,Tc 9s,8d 7d 7c,4d,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; Opponent: calls $0.3; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.1; ,,Opponent collected $0.86 from pot
RC3334482572,4,9.06,Kh 3c,3s 2d Qs,4h,As,Opponent: raises $0.05 to $0.1; Opponent: raises $0.35 to $0.45; Opponent: calls $0.35; ,Opponent: bets $0.31; Opponent: calls $0.31; ,Opponent: bets $0.51; Opponent: calls $0.51; ,Opponent: checks; Opponent: bets $3.77; ,Opponent collected $2.37 from pot
RC3334482547,5,8.99,5s Jh,,,,,,,,Opponent 3
RC3334482520,4,8.99,4c Ts,9d Qs 4d,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.38 to $0.5; Opponent: raises $0.65 to $1.15; Opponent: calls $0.65; ,Opponent: checks; Opponent: bets $0.56; Opponent: raises $1.24 to $1.8; ,,,Opponent collected $3.22 from pot
RC3334482497,3,9.04,6s Jc,,,,,,,,Opponent 3
RC3334482132,2,8.57,Kd Kh,Qd 5d 9c,6h,,Opponent: raises $0.06 to $0.11; Hero: raises $0.35 to $0.46; Opponent: calls $0.35; ,Hero: checks; Opponent: checks; ,Hero: bets $0.5; ,,Hero collected $0.93 from pot
RC3334482045,4,8.57,5d 8c,As Ts 6c,4h,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.37 to $0.5; Opponent: calls $0.37; ,Opponent: checks; Opponent: bets $0.38; Opponent: calls $0.38; ,Opponent: checks; Opponent: bets $1.32; ,,Opponent collected $1.61 from pot
RC3334481985,1,8.57,Qs 5d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334481963,5,8.57,4c Jh,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334481935,6,8.57,Js 7c,5d 5c 8s,9c,Kc,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Jd Td] (Pair of Fives); Opponent: shows [Qd 7d] (Pair of Fives); ,Opponent collected $0.27 from pot
RC3334481908,5,8.57,8h 9s,6s 7s Qs,9c,Ac,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.16; Opponent: calls $0.16; ,Opponent: checks; Opponent: checks; Opponent: shows [6d 4d] (Pair of Sixes); Opponent: shows [Jh Jc] (Pair of Jacks); ,Opponent collected $0.59 from pot
RC3334481885,4,8.57,2d 5h,Kd Tc 8s,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: calls $0.2; ,Opponent: bets $0.23; ,,,Opponent collected $0.62 from pot
RC3334481848,1,8.57,Td 4d,,,,,,,,Opponent 3
RC3334481821,3,8.62,4s 3h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334481602,2,8.57,Jh Th,8h 3s Jd,,,Hero: calls $0.03; Opponent: checks; ,Hero: bets $0.05; ,,,Hero collected $0.1 from pot
RC3334481576,2,8.59,8h Js,,,,,,,,Opponent 3
RC3334481529,5,8.59,2c Qs,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.41 to $0.54; ,,,,Opponent 2
RC3334481422,6,8.52,Kh Ad,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334481393,1,8.52,5c 4s,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 2
RC3334481311,3,8.57,7c 3c,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334481214,4,8.67,6h 5h,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 1
RC3334481069,6,8.77,Ad 4d,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.29 to $0.39; ,,,,Opponent 3
