hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot
RC3353952636,Hero(BB),215BB,8s Tc,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353952608,Hero(CO),215BB,3c Kd,Jc 6c As,,,Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB; ,6.4BB,Opp(SB): bets 2.0BB; ,6.4BB,,0BB,,0BB,0BB,6.0BB
RC3353952453,Hero(SB),214BB,Qc Td,Kh 7d 9s,,,Hero: calls 0.6BB; Opp(BB): checks; ,2.0BB,Hero: bets 1.0BB; ,2.0BB,,0BB,,0BB,1.0BB,2.0BB
RC3353952408,Hero(UTG),214BB,2c 3s,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353952036,Hero(CO),222BB,Ah 8d,Kc 9h Ad,3c,,Hero: raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: bets 1.6BB; Opp(BB): calls 1.6BB; ,7.6BB,Opp(BB): checks; Hero: bets 4.0BB; Opp(BB): raises 12.0BB; ,15.6BB,,0BB,-7.6BB,15.6BB
RC3353951747,Hero(MP),217BB,Ad As,Kh 6c 6d,4h,,Hero: raises 2.0BB; Opp(SB): calls 1.6BB; ,5.0BB,Opp(SB): checks; Hero: bets 2.0BB; Opp(SB): calls 2.0BB; ,9.0BB,Opp(SB): checks; Hero: bets 6.8BB; ,9.0BB,,0BB,4.3BB,9.0BB
RC3353951717,Hero(UTG),217BB,5c 4h,,,,Opp(MP): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353951690,Hero(BTN),217BB,6d 4c,5s 2s Tc,5d,Ks,Opp(MP): raises 2.0BB; Opp(CO): calls 2.0BB; Opp(BB): calls 1.0BB; ,6.4BB,Opp(BB): checks; Opp(MP): bets 2.2BB; Opp(CO): calls 2.2BB; ,10.8BB,Opp(MP): bets 5.4BB; Opp(CO): calls 5.4BB; ,21.6BB,Opp(MP): checks; Opp(CO): checks; 1abad693: shows [As 7s] (Ace High Flush); a441be17: shows [8d 8c] (Pair of Eights and Pair of Fives); ,21.6BB,0BB,21.6BB
RC3353951552,Hero(BB),217BB,Ah 8d,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353951524,Hero(SB),217BB,2d Js,,,,Opp(UTG): raises 2.0BB; Opp(MP): raises 7.0BB; ,5.4BB,,0BB,,0BB,,0BB,-0.4BB,5.4BB
RC3353951478,Hero(UTG),217BB,6s 6h,Td Qc 4s,,,Opp(CO): raises 2.0BB; Opp(BTN): raises 8.8BB; Opp(BB): calls 7.8BB; ,20.0BB,Opp(BB): checks; Opp(BTN): bets 10.0BB; ,20.0BB,,0BB,,0BB,0BB,20.0BB
RC3353951187,Hero(UTG),219BB,Tc Th,Jd Ks 5c,,,Hero: raises 2.0BB; Opp(MP): calls 2.0BB; Opp(BB): calls 1.0BB; ,6.4BB,Opp(BB): bets 4.4BB; ,6.4BB,,0BB,,0BB,-2.0BB,6.4BB
RC3353951125,Hero(BTN),219BB,4h 2s,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353951090,Hero(UTG),219BB,As 2c,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353951062,Hero(BB),220BB,5h Tc,,,,Opp(BTN): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3353951025,Hero(SB),221BB,5s 7d,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3353950992,Hero(CO),221BB,7c Kc,5h Jc 6d,,,Opp(SB): calls 0.6BB; Opp(BB): checks; ,2.0BB,Opp(SB): bets 1.0BB; ,2.0BB,,0BB,,0BB,0BB,2.0BB
RC3353950963,Hero(MP),221BB,4d 3h,Qs 9d Ah,Jh,3s,Opp(UTG): raises 2.0BB; Opp(BTN): calls 2.0BB; ,5.4BB,Opp(UTG): checks; Opp(BTN): checks; ,5.4BB,Opp(UTG): bets 4.2BB; Opp(BTN): calls 4.2BB; ,13.8BB,Opp(UTG): bets 20.0BB; ,13.8BB,0BB,13.8BB
RC3353950909,Hero(BTN),221BB,Jh 2h,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353950855,Hero(MP),221BB,5h As,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353950831,Hero(SB),221BB,4d 7s,,,,Opp(CO): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353950807,Hero(BB),222BB,8s 3h,,,,Opp(SB): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB
RC3353950782,Hero(UTG),222BB,5c Kd,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353950760,Hero(MP),222BB,7s 8d,,,,Opp(CO): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353950735,Hero(MP),222BB,3c Th,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353950616,Hero(BB),222BB,9h Ah,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353950569,Hero(UTG),222BB,2d Qs,,,,Opp(BTN): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353950426,Hero(MP),220BB,9c 9h,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353950378,Hero(BTN),220BB,7c Kc,,,,Opp(UTG): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353950264,Hero(CO),219BB,Ac 3c,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353950151,Hero(SB),218BB,Ts Kh,7d 4c 3s,,,Hero: calls 0.6BB; Opp(BB): checks; ,2.0BB,Hero: bets 1.0BB; ,2.0BB,,0BB,,0BB,1.0BB,2.0BB
RC3353950123,Hero(SB),218BB,Tc 6d,,,,Opp(MP): raises 2.0BB; Opp(BTN): raises 6.2BB; ,5.4BB,,0BB,,0BB,,0BB,-0.4BB,5.4BB
RC3353950049,Hero(BB),218BB,8h Ah,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353950021,Hero(BTN),218BB,7c 5d,Ac 2c 3h,,,Opp(CO): raises 2.6BB; Opp(BB): calls 1.6BB; ,5.6BB,Opp(BB): checks; Opp(CO): bets 2.8BB; Opp(BB): raises 18.0BB; ,11.2BB,,0BB,,0BB,0BB,11.2BB
RC3353949722,Hero(UTG),226BB,9h 8h,7s 2c 4h,,,Hero: raises 2.0BB; Opp(SB): raises 8.0BB; Hero: calls 6.0BB; ,17.4BB,Opp(SB): bets 8.6BB; ,17.4BB,,0BB,,0BB,-8.0BB,17.0BB
RC3353949683,Hero(MP),226BB,Js 5c,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353949652,Hero(SB),226BB,2h Kc,3d Qh 2c,5s,4h,Opp(BTN): raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Opp(BTN): bets 1.6BB; Opp(BB): calls 1.6BB; ,7.6BB,Opp(BB): checks; Opp(BTN): checks; ,7.6BB,Opp(BB): bets 3.8BB; Opp(BTN): calls 3.8BB; c740bf0a: shows [4s 4d] (Three Fours); e71d058a: shows [Ad 2d] (Fives-High Straight); ,15.2BB,-0.4BB,15.2BB
RC3353949384,Hero(BB),224BB,8h Th,Js Qc 5h,Jh,,Opp(BTN): raises 2.2BB; Hero: calls 1.2BB; ,4.8BB,Hero: checks; Opp(BTN): checks; ,4.8BB,Hero: bets 2.4BB; ,4.8BB,,0BB,2.3BB,4.8BB
RC3353949346,Hero(CO),224BB,2c 3s,4d Qh 9s,Ac,Td,Opp(SB): calls 0.6BB; Opp(BB): checks; ,2.0BB,Opp(SB): checks; Opp(BB): checks; ,2.0BB,Opp(SB): bets 14.8BB; Opp(BB): calls 14.8BB; d2635c9b: shows [4c 9c] (Pair of Nines and Pair of Fours); cfa5941: shows [Ah 7s] (Pair of Aces); ,31.6BB,,0BB,0BB,31.6BB
RC3353949142,Hero(BTN),223BB,Ts Ac,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353949114,Hero(MP),223BB,3h 6c,,,,Opp(CO): raises 11.8BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353949075,Hero(MP),223BB,9h 7h,,,,Opp(UTG): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353949043,Hero(BTN),223BB,9s Qc,2h 3s 3c,Ah,6h,Opp(UTG): raises 2.0BB; Opp(SB): calls 1.6BB; ,5.0BB,Opp(SB): checks; Opp(UTG): bets 1.8BB; Opp(SB): calls 1.8BB; ,8.6BB,Opp(SB): checks; Opp(UTG): bets 4.4BB; Opp(SB): calls 4.4BB; ,17.4BB,Opp(SB): bets 18.0BB; Opp(UTG): calls 18.0BB; c3a9af7d: shows [Qd Ad] (Pair of Aces and Pair of Treys); 799131e6: shows [Qs Qh] (Pair of Queens and Pair of Treys); ,53.4BB,0BB,53.4BB
RC3353948391,Hero(BB),225BB,Ts Kc,3d 4h 9c,7d,As,Opp(MP): raises 2.4BB; Opp(CO): calls 2.4BB; Hero: calls 1.4BB; ,7.6BB,Hero: checks; Opp(MP): checks; Opp(CO): checks; ,7.6BB,Hero: checks; Opp(MP): bets 3.6BB; Opp(CO): raises 13.0BB; Opp(MP): calls 9.4BB; ,33.6BB,Opp(MP): checks; Opp(CO): bets 40.0BB; ,33.6BB,-2.4BB,33.6BB
RC3353948360,Hero(CO),225BB,8h 9c,,,,Opp(UTG): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353948333,Hero(SB),225BB,Ac 3d,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3353948298,Hero(MP),225BB,2s 6h,9c Js Qs,Qh,Ts,Opp(UTG): raises 2.2BB; Opp(SB): calls 1.8BB; ,5.4BB,Opp(SB): checks; Opp(UTG): checks; ,5.4BB,Opp(SB): checks; Opp(UTG): checks; ,5.4BB,Opp(SB): bets 1.8BB; Opp(UTG): calls 1.8BB; 8eae87e3: shows [8c 8h] (Queens-High Straight); e07c17a8: shows [Kd 9d] (Kings-High Straight); ,9.0BB,0BB,9.0BB
RC3353947915,Hero(MP),220BB,4d 3d,5d 4h 6d,Jd,,Hero: raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: bets 1.6BB; Opp(BB): raises 3.6BB; Hero: calls 2.0BB; ,11.6BB,Opp(BB): checks; Hero: bets 8.8BB; ,11.6BB,,0BB,5.6BB,11.6BB
RC3353947427,Hero(MP),210BB,Ks Qs,Th Qd Kd,,,Opp(UTG): raises 3.0BB; Hero: raises 8.8BB; Opp(UTG): calls 5.8BB; ,19.0BB,Opp(UTG): checks; Hero: bets 6.4BB; ,19.0BB,,0BB,,0BB,9.1BB,19.0BB
RC3353947392,Hero(BB),211BB,2h 5d,,,,Opp(UTG): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3353947365,Hero(UTG),211BB,Kc 2c,,,,Opp(CO): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353947132,Hero(BTN),209BB,9d 5d,2c 4c 3h,,,Hero: raises 2.0BB; Opp(SB): calls 1.6BB; ,5.0BB,Opp(SB): checks; Hero: bets 2.0BB; ,5.0BB,,0BB,,0BB,2.4BB,5.0BB
RC3353947099,Hero(SB),209BB,7h Qd,,,,Opp(UTG): raises 2.4BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353947073,Hero(MP),209BB,7s Tc,,,,Opp(CO): raises 2.6BB; Opp(BTN): raises 7.6BB; ,6.6BB,,0BB,,0BB,,0BB,0BB,6.6BB
RC3353947043,Hero(CO),209BB,Js 7s,Kd Qs 5h,Ad,As,Opp(BTN): raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Opp(BTN): checks; ,4.4BB,Opp(BB): checks; Opp(BTN): checks; ,4.4BB,Opp(BB): bets 1.0BB; ,4.4BB,0BB,4.4BB
RC3353946909,Hero(BTN),208BB,8s 7s,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353946826,Hero(SB),208BB,Jc Kc,,,,Opp(UTG): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353946480,Hero(BB),210BB,7h 7c,4s Ah 9h,Ks,4h,Opp(UTG): raises 2.4BB; Opp(CO): calls 2.4BB; Hero: calls 1.4BB; ,7.6BB,Hero: checks; Opp(UTG): checks; Opp(CO): checks; ,7.6BB,Hero: checks; Opp(UTG): bets 5.8BB; Opp(CO): calls 5.8BB; ,19.2BB,Opp(UTG): bets 6.4BB; ,19.2BB,-2.4BB,19.2BB
RC3353946390,Hero(CO),210BB,8c Ac,,,,Opp(UTG): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353946343,Hero(CO),210BB,6h 8s,3d 6d 2d,9s,4d,Opp(UTG): raises 2.6BB; Opp(BTN): raises 9.2BB; Opp(UTG): calls 6.6BB; ,19.8BB,Opp(UTG): checks; Opp(BTN): checks; ,19.8BB,Opp(UTG): checks; Opp(BTN): bets 14.0BB; Opp(UTG): calls 14.0BB; ,47.8BB,Opp(UTG): checks; Opp(BTN): checks; 2aca0a48: shows [7h 7d] (Seven High Flush); be10caa4: shows [Ks Kh] (Pair of Kings); ,47.8BB,0BB,47.8BB
RC3353946259,Hero(MP),210BB,Th 7h,3h Kc 5h,,,Opp(SB): raises 2.6BB; Opp(BB): calls 1.6BB; ,5.6BB,Opp(SB): bets 1.8BB; ,5.6BB,,0BB,,0BB,0BB,5.2BB
RC3353946192,Hero(BB),211BB,2c Td,,,,Opp(UTG): raises 2.0BB; Opp(MP): calls 2.0BB; Opp(CO): raises 13.2BB; Opp(UTG): raises 105.0BB; ,31.8BB,,0BB,,0BB,,0BB,-1.0BB,29.8BB
RC3353946159,Hero(UTG),211BB,3h 4h,,,,Opp(SB): raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353945604,Hero(SB),110BB,7s 7h,6s Js 6c,7d,3h,Hero: raises 3.0BB; Opp(BB): raises 7.6BB; Hero: calls 4.6BB; ,16.6BB,Hero: checks; Opp(BB): bets 5.2BB; Hero: calls 5.2BB; ,27.0BB,Hero: checks; Opp(BB): bets 12.8BB; Hero: calls 12.8BB; ,52.6BB,Hero: checks; Opp(BB): bets 25.6BB; Hero: raises 84.4BB; Opp(BB): calls 54.6BB; Hero: shows [7s 7h] (Sevens Full over Sixes); d52b6708: shows [As Ad] (Pair of Aces and Pair of Sixes); ,213.0BB,103.6BB,211.6BB
RC3353945374,Hero(BTN),107BB,9c 9s,,,,Opp(CO): raises 2.0BB; Hero: raises 6.4BB; ,5.4BB,,0BB,,0BB,,0BB,2.6BB,5.4BB
RC3353945326,Hero(CO),107BB,5s 9c,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353945297,Hero(UTG),107BB,Kd 7s,,,,Opp(CO): raises 2.6BB; Opp(SB): raises 8.8BB; ,6.6BB,,0BB,,0BB,,0BB,0BB,6.2BB
RC3353944766,Hero(BTN),109BB,Jh Td,Kd 8s 8h,5c,6c,Hero: raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): bets 4.4BB; ,4.4BB,-2.0BB,4.4BB
RC3353894649,Hero(BB),110BB,Ad 6h,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB
RC3353894617,Hero(SB),110BB,6c Qd,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3353894511,Hero(CO),110BB,Kc 4s,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353894383,Hero(CO),110BB,Qs 5c,,,,Opp(BTN): raises 2.4BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353894295,Hero(UTG),109BB,9c 3d,Jd 7d 4s,,,Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(SB): bets 2.0BB; Opp(BB): raises 5.0BB; ,8.4BB,,0BB,,0BB,0BB,8.0BB
RC3353894258,Hero(MP),109BB,Ts 2c,,,,Opp(SB): raises 2.8BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353894225,Hero(BB),110BB,2h Jd,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353894189,Hero(SB),110BB,Ts 2d,Kd 9h 7c,4s,Qc,Opp(BTN): calls 1.0BB; Opp(BB): checks; ,2.4BB,Opp(BB): checks; Opp(BTN): checks; ,2.4BB,Opp(BB): checks; Opp(BTN): checks; ,2.4BB,Opp(BB): checks; Opp(BTN): checks; f6f209e6: shows [6d 4d] (Pair of Fours); 9ecd6b15: shows [6h 7h] (Pair of Sevens); ,2.4BB,-0.4BB,2.4BB
RC3353893719,Hero(MP),106BB,Ah Kh,Th 2d 8d,4c,8c,Hero: raises 2.0BB; Opp(SB): calls 1.6BB; ,5.0BB,Opp(SB): checks; Hero: bets 2.0BB; Opp(SB): calls 2.0BB; ,9.0BB,Opp(SB): checks; Hero: checks; ,9.0BB,Opp(SB): checks; Hero: checks; 7f3d5011: shows [Kd 9d] (Pair of Eights); Hero: shows [Ah Kh] (Pair of Eights); ,9.0BB,4.3BB,9.0BB
RC3353893556,Hero(BTN),106BB,Qs Tc,4d 9h 8s,8c,Th,Opp(UTG): raises 2.0BB; Opp(CO): calls 2.0BB; Opp(SB): calls 1.6BB; ,7.0BB,Opp(SB): checks; Opp(UTG): checks; Opp(CO): bets 4.0BB; Opp(SB): calls 4.0BB; ,15.0BB,Opp(SB): checks; Opp(CO): bets 10.0BB; Opp(SB): calls 10.0BB; ,35.0BB,Opp(SB): checks; Opp(CO): bets 20.0BB; Opp(SB): calls 20.0BB; 8e8effa6: shows [8h 7h] (Three Eights); 86b45317: shows [Kd 9d] (Pair of Nines and Pair of Eights); ,75.0BB,0BB,75.0BB
RC3353893528,Hero(MP),106BB,4s 3d,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353893441,Hero(CO),106BB,8c Kh,,,,Opp(BTN): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353893380,Hero(SB),106BB,4s 2h,9h Kh 9s,Qs,,Opp(CO): raises 2.2BB; Opp(BB): calls 1.2BB; ,4.8BB,Opp(BB): checks; Opp(CO): checks; ,4.8BB,Opp(BB): bets 1.0BB; ,4.8BB,,0BB,-0.4BB,4.8BB
RC3353893341,Hero(BB),107BB,6c Ks,,,,Opp(UTG): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3353893244,Hero(BTN),107BB,5d 4h,,,,Opp(MP): raises 2.0BB; Opp(CO): raises 7.4BB; ,5.4BB,,0BB,,0BB,,0BB,0BB,5.4BB
RC3353892886,Hero(UTG),109BB,6h 7h,Jd 2s Tc,Td,,Hero: raises 2.0BB; Opp(SB): calls 1.6BB; ,5.0BB,Opp(SB): checks; Hero: checks; ,5.0BB,Opp(SB): bets 3.0BB; ,5.0BB,,0BB,-2.0BB,5.0BB
RC3353892861,Hero(UTG),109BB,6c 2c,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353892832,Hero(UTG),109BB,9c 5c,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353892762,Hero(BTN),108BB,Tc Qh,Js Qd 9h,,,Opp(CO): raises 2.6BB; Opp(BB): raises 11.0BB; Opp(CO): calls 8.4BB; ,23.4BB,Opp(BB): bets 5.6BB; Opp(CO): raises 20.0BB; ,34.6BB,,0BB,,0BB,0BB,33.6BB
RC3353892692,Hero(SB),108BB,9s 7c,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3353892667,Hero(BB),109BB,Jd 4s,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353892494,Hero(MP),108BB,Kc Ah,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353892467,Hero(UTG),108BB,8d As,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353892372,Hero(BTN),106BB,9c 6c,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353892317,Hero(SB),105BB,7d 8s,,,,Opp(BTN): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353892294,Hero(BB),106BB,2h Jd,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353892242,Hero(UTG),106BB,2s 3d,,,,Opp(MP): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3353892219,Hero(BTN),106BB,Qd 5c,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353891968,Hero(CO),108BB,Kc Qd,,,,Hero: raises 2.0BB; Opp(BTN): raises 6.2BB; Opp(SB): raises 17.8BB; ,15.8BB,,0BB,,0BB,,0BB,-2.0BB,15.4BB
RC3353890733,Hero(CO),117BB,Ac Ks,4h 5c 9h,,,Hero: raises 2.0BB; Opp(SB): raises 9.0BB; Hero: calls 7.0BB; ,19.4BB,Opp(SB): bets 9.6BB; ,19.4BB,,0BB,,0BB,-9.0BB,19.0BB
RC3353890637,Hero(SB),118BB,Kd 7s,,,,Opp(BTN): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353890564,Hero(BB),119BB,2h Ks,,,,Opp(CO): raises 2.4BB; Opp(SB): raises 12.0BB; ,6.2BB,,0BB,,0BB,,0BB,-1.0BB,5.8BB
RC3353890534,Hero(UTG),119BB,5h 9d,6c Kh 6h,7h,4h,Opp(MP): raises 2.0BB; Opp(SB): raises 5.8BB; Opp(BB): raises 19.0BB; Opp(SB): calls 13.2BB; ,41.4BB,Opp(SB): checks; Opp(BB): bets 13.2BB; Opp(SB): calls 13.2BB; ,67.8BB,Opp(SB): checks; Opp(BB): checks; ,67.8BB,Opp(SB): bets 49.8BB; Opp(BB): calls 49.8BB; a54d45bc: shows [9h 9c] (King High Flush); c7ea4253: shows [As Ah] (Ace High Flush); ,167.4BB,0BB,166.0BB
RC3353890488,Hero(UTG),119BB,3s 7s,2c Qh Js,,,Opp(BTN): raises 3.0BB; Opp(BB): calls 2.0BB; ,6.4BB,Opp(BB): checks; Opp(BTN): bets 3.2BB; ,6.4BB,,0BB,,0BB,0BB,6.4BB
RC3353889904,Hero(MP),107BB,As Qd,2d 9h Js,2s,8s,Opp(UTG): raises 2.0BB; Hero: raises 6.4BB; Opp(UTG): calls 4.4BB; ,14.2BB,Opp(UTG): checks; Hero: bets 4.8BB; Opp(UTG): calls 4.8BB; ,23.8BB,Opp(UTG): checks; Hero: checks; ,23.8BB,Opp(UTG): checks; Hero: bets 30.0BB; ,23.8BB,11.3BB,23.8BB
RC3353889758,Hero(MP),107BB,4c 2d,,,,Opp(SB): raises 2.2BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353889649,Hero(BTN),106BB,4c Kc,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353889619,Hero(BB),107BB,8h 6d,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3353889555,Hero(SB),107BB,5c 4s,,,,Opp(MP): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3353888481,Hero(CO),100BB,Js Ts,8s 6c 4h,6h,Tc,Opp(MP): raises 2.0BB; Hero: raises 6.4BB; Opp(MP): calls 4.4BB; ,14.2BB,Opp(MP): checks; Hero: checks; ,14.2BB,Opp(MP): checks; Hero: checks; ,14.2BB,Opp(MP): checks; Hero: bets 10.8BB; ,14.2BB,6.8BB,14.2BB
RC3353888450,Hero(MP),100BB,3d Js,Td 2h Jh,Ac,Ad,Opp(CO): raises 2.4BB; Opp(BB): calls 1.4BB; ,5.2BB,Opp(BB): checks; Opp(CO): bets 2.6BB; Opp(BB): calls 2.6BB; ,10.4BB,Opp(BB): checks; Opp(CO): bets 5.2BB; Opp(BB): calls 5.2BB; ,20.8BB,Opp(BB): checks; Opp(CO): bets 10.4BB; ,20.8BB,0BB,20.8BB
RC3353888425,Hero(UTG),100BB,2c 8c,,,,Opp(SB): raises 3.0BB; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3353888392,Hero(SB),100BB,Js 2d,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3353888363,Hero(BB),100BB,6s Ah,,,,Opp(BTN): raises 2.6BB; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3353888335,Hero(BTN),100BB,2c 5h,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3353887894,Hero(UTG),102BB,As Jc,8d 8c 4c,Tc,9s,Hero: raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): checks; Hero: checks; 8e224ae9: shows [4h 4d] (Fours Full over Eights); Hero: shows [As Jc] (Pair of Eights); ,4.4BB,-2.0BB,4.4BB
RC3353824272,Hero(CO),104BB,Qc Th,3s 7s Ac,Ah,,Hero: raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(BB): calls 1.0BB; ,6.4BB,Opp(BB): checks; Hero: checks; Opp(BTN): checks; ,6.4BB,Opp(BB): bets 4.8BB; ,6.4BB,,0BB,-2.0BB,6.4BB
RC3353824198,Hero(CO),102BB,Jd Ad,,,,Hero: raises 2.0BB; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3353823940,Hero(BTN),100BB,Kc Ks,Ac 3c 9h,,,Hero: raises 2.0BB; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: bets 1.6BB; ,4.4BB,,0BB,,0BB,2.1BB,4.4BB
RC3353823916,Hero(SB),100BB,8s Ad,Th 9h Qc,2c,6c,Opp(MP): raises 2.0BB; Opp(CO): raises 6.2BB; Opp(BB): calls 5.2BB; Opp(MP): calls 4.2BB; ,19.0BB,Opp(BB): checks; Opp(MP): checks; Opp(CO): checks; ,19.0BB,Opp(BB): bets 9.6BB; Opp(CO): calls 9.6BB; ,38.2BB,Opp(BB): bets 28.8BB; ,38.2BB,-0.4BB,38.2BB
