hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot
RC3334603619,Hero(CO),100BB,9c Ac,7s 3h Tc,8s,3d,Opp(UTG): folds; Opp(MP): folds; Hero: raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): bets 1.6BB; Hero: calls 1.6BB; ,7.6BB,Opp(BB): bets 5.8BB; Hero: folds; ,7.6BB,-3.6BB,7.6BB
RC3334603565,Hero(CO),100BB,Qh 4c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334603458,Hero(BB),100BB,6s 7s,Qh 9s Kd,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 6.2BB; Opp(SB): folds; Hero: folds; Opp(UTG): calls 4.2BB; ,13.8BB,Opp(UTG): checks; Opp(BTN): bets 4.8BB; Opp(UTG): folds; ,13.8BB,,0BB,,0BB,-1.0BB,13.8BB
RC3334603430,Hero(BTN),100BB,3s Ts,Ad 3d 8s,3c,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 3.0BB; Hero: folds; Opp(SB): calls 2.6BB; Opp(BB): calls 2.0BB; ,9.0BB,Opp(SB): checks; Opp(BB): checks; Opp(CO): checks; ,9.0BB,Opp(SB): bets 3.0BB; Opp(BB): folds; Opp(CO): folds; ,9.0BB,,0BB,0BB,9.0BB
RC3334603399,Hero(SB),100BB,9d Qs,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334603366,Hero(MP),100BB,Qs 5c,,,,Opp(UTG): folds; Hero: folds; Opp(CO): raises 2.0BB; Opp(BTN): raises 7.6BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): folds; ,5.4BB,,0BB,,0BB,,0BB,0BB,5.4BB
RC3334603330,Hero(CO),100BB,3c 2s,,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Hero: folds; Opp(BTN): folds; Opp(SB): raises 11.0BB; Opp(BB): folds; Opp(MP): folds; ,5.8BB,,0BB,,0BB,,0BB,0BB,5.4BB
RC3334603292,Hero(CO),100BB,2h 7h,,,,Opp(UTG): folds; Opp(MP): raises 3.0BB; Hero: folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334603245,Hero(MP),100BB,2h Ks,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334603213,Hero(MP),100BB,2h Ah,3s Jc 7s,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB; ,5.6BB,Opp(BB): checks; Opp(BTN): bets 2.8BB; Opp(BB): raises 11.2BB; Opp(BTN): folds; ,11.2BB,,0BB,,0BB,0BB,11.2BB
RC3334603179,Hero(UTG),100BB,Td 5d,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.4BB; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334603138,Hero(MP),100BB,4d As,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.6BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334603034,Hero(BB),100BB,5s 7h,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero: folds; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3334603002,Hero(CO),100BB,6d 3c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334602934,Hero(SB),100BB,7d 5c,,,,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334602902,Hero(BTN),100BB,Qd 7c,8s 5s 5d,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Hero: folds; Opp(SB): folds; Opp(BB): calls 1.6BB; ,5.6BB,Opp(BB): checks; Opp(CO): bets 2.0BB; Opp(BB): folds; ,5.6BB,,0BB,,0BB,0BB,5.6BB
RC3334602867,Hero(BTN),100BB,4d 6h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Hero: folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334602838,Hero(CO),100BB,8d Qs,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334602807,Hero(CO),100BB,7c 9c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334602322,Hero(BB),100BB,Ac Ts,Jd 2s Ah,8s,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero: calls 1.2BB; ,4.8BB,Hero: checks; Opp(BTN): bets 2.6BB; Hero: calls 2.6BB; ,10.0BB,Hero: checks; Opp(BTN): bets 7.6BB; Hero: folds; ,10.0BB,,0BB,-4.8BB,10.0BB
RC3334602256,Hero(SB),100BB,7s 3c,7d Js Jd,Qh,Tc,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero: folds; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Opp(CO): checks; ,4.4BB,Opp(BB): checks; Opp(CO): checks; ,4.4BB,Opp(BB): checks; Opp(CO): bets 1.6BB; Opp(BB): calls 1.6BB; 395482a9: shows [7h Qc] (Pair of Queens and Pair of Jacks); 55e0d4fe: shows [8s Th] (Pair of Jacks and Pair of Tens); ,7.6BB,-0.4BB,7.6BB
RC3334602205,Hero(MP),100BB,Qc 2d,,,,Opp(UTG): raises 2.0BB; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334602022,Hero(BB),101BB,9c Kc,Jd 5d 2h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero: calls 1.0BB; ,4.4BB,Hero: checks; Opp(BTN): bets 2.2BB; Hero: folds; ,4.4BB,,0BB,,0BB,-2.0BB,4.4BB
RC3334601994,Hero(CO),101BB,3d 2c,7h 9s 9c,Ah,Td,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB; ,5.6BB,Opp(BB): bets 5.6BB; Opp(BTN): raises 11.2BB; Opp(BB): calls 4.0BB; 47b2c33d: shows [7d Ac] (Pair of Nines and Pair of Sevens); e7d8e6cc: shows [9h Th] (Three Nines); ,24.8BB,,24.8BB,,0BB,0BB,24.8BB
RC3334601964,Hero(BB),102BB,5s 7h,5h Jc 8c,6s,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 2.2BB; Hero: folds; ,6.2BB,Opp(SB): checks; Opp(MP): checks; ,6.2BB,Opp(SB): checks; Opp(MP): bets 3.0BB; Opp(SB): folds; ,6.2BB,,0BB,-1.0BB,6.2BB
RC3334601905,Hero(BTN),102BB,Kc Tc,,,,Opp(UTG): folds; Opp(MP): raises 2.4BB; Opp(CO): folds; Hero: folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334601876,Hero(SB),103BB,7s Js,,,,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 7.6BB; Hero: folds; Opp(BB): folds; Opp(UTG): folds; ,6.6BB,,0BB,,0BB,,0BB,-0.4BB,6.6BB
RC3334601846,Hero(UTG),103BB,Jc 8d,3d 6s 6d,As,4d,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Opp(BTN): bets 1.6BB; Opp(BB): calls 1.6BB; ,7.6BB,Opp(BB): checks; Opp(BTN): bets 4.0BB; Opp(BB): calls 4.0BB; ,15.6BB,Opp(BB): bets 5.2BB; Opp(BTN): folds; ,15.6BB,0BB,15.6BB
RC3334601614,Hero(BTN),100BB,Jd Js,9d 3h 3s,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero: raises 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds; ,5.0BB,Opp(SB): checks; Hero: bets 2.8BB; Opp(SB): folds; ,5.0BB,,0BB,,0BB,2.4BB,5.0BB
RC3334601319,Hero(UTG),100BB,Jh Ks,5s Ac 2s,Ah,,Hero: raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB; ,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero: checks; ,6.0BB,Opp(SB): bets 2.0BB; Opp(BB): folds; Hero: folds; ,6.0BB,,0BB,-2.0BB,6.0BB
RC3334601236,Hero(BTN),100BB,Qd 3h,Ad 4h Jh,,,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): folds; Opp(BB): raises 12.0BB; Opp(UTG): calls 9.4BB; ,25.4BB,Opp(BB): bets 10.0BB; Opp(UTG): folds; ,25.4BB,,0BB,,0BB,0BB,24.4BB
RC3334601201,Hero(UTG),100BB,2s Ad,,,,Hero: folds; Opp(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334601145,Hero(UTG),100BB,Ts Jd,,,,Hero: folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334601103,Hero(MP),100BB,6h 6d,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334601029,Hero(BB),100BB,8c 8s,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3334600976,Hero(SB),100BB,3c Kd,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: folds; ,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3334600779,Hero(UTG),100BB,8s 8h,5c Kh As,2c,5h,Hero: raises 2.0BB; Opp(MP): raises 6.0BB; Opp(CO): folds; Opp(BTN): calls 6.0BB; Opp(SB): folds; Opp(BB): folds; Hero: calls 4.0BB; ,19.4BB,Hero: checks; Opp(MP): bets 5.0BB; Opp(BTN): calls 5.0BB; Hero: folds; ,29.4BB,Opp(MP): checks; Opp(BTN): bets 18.0BB; Opp(MP): raises 40.0BB; Opp(BTN): raises 94.2BB; Opp(MP): calls 54.2BB; 52f54c69: shows [2s 5s] (Pair of Fives and Pair of Twos); ac6c5037: shows [3d 4d] (Fives-High Straight); ,235.8BB,,0BB,-6.0BB,217.8BB
RC3334600748,Hero(UTG),100BB,9d 3d,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334600716,Hero(SB),100BB,6c Jd,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334600687,Hero(MP),100BB,6h Jd,8c 9h 6d,2h,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): calls 1.8BB; Opp(BB): folds; ,5.4BB,Opp(SB): checks; Opp(BTN): checks; ,5.4BB,Opp(SB): bets 4.2BB; Opp(BTN): folds; ,5.4BB,,0BB,0BB,5.4BB
RC3334600370,Hero(SB),100BB,9h Ah,4d 3h 7d,Js,Td,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: calls 0.6BB; Opp(BB): checks; ,2.0BB,Hero: checks; Opp(BB): checks; ,2.0BB,Hero: checks; Opp(BB): checks; ,2.0BB,Hero: checks; Opp(BB): checks; Hero: shows [9h Ah] (Ace-High); 23c23672: shows [4c Jh] (Pair of Jacks and Pair of Fours); ,2.0BB,-1.0BB,2.0BB
RC3334600341,Hero(BTN),100BB,7h 2d,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero: folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334600316,Hero(CO),100BB,3d Qh,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334600172,Hero(BB),100BB,Ks 8h,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero: folds; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3334600145,Hero(MP),100BB,6h Qs,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334600116,Hero(CO),100BB,7d 9c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334600062,Hero(MP),100BB,4d Jd,,,,Opp(UTG): folds; Hero: folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334600023,Hero(MP),100BB,Tc 2c,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334599998,Hero(CO),100BB,5d 9s,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334599969,Hero(SB),100BB,2d Jd,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: folds; ,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3334599912,Hero(BTN),100BB,Td 2h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): raises 3.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334599884,Hero(SB),100BB,8d Jh,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: folds; ,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB
RC3334599701,Hero(BB),100BB,7c 5c,Ac Qd Js,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero: calls 1.0BB; ,4.4BB,Hero: checks; Opp(MP): bets 1.6BB; Hero: folds; ,4.4BB,,0BB,,0BB,-2.0BB,4.4BB
RC3334599672,Hero(BB),100BB,4h Ts,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero: folds; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB
RC3334599645,Hero(BTN),100BB,Kd 3h,,,,Opp(UTG): raises 2.2BB; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334599621,Hero(UTG),100BB,4h 2d,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334599433,Hero(BTN),102BB,Kh Jc,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero: calls 2.0BB; Opp(SB): folds; Opp(BB): raises 14.0BB; Opp(UTG): folds; Hero: folds; ,7.4BB,,0BB,,0BB,,0BB,-2.0BB,6.4BB
RC3334599394,Hero(SB),101BB,5h 8d,,,,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334599366,Hero(BB),102BB,7s Jh,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3334599327,Hero(MP),102BB,4h Ah,,,,Opp(UTG): folds; Hero: folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334599303,Hero(CO),102BB,Ac 4s,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Hero: folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334599281,Hero(UTG),102BB,4h 5s,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): raises 9.0BB; Opp(BTN): folds; ,5.4BB,,0BB,,0BB,,0BB,0BB,4.4BB
RC3334599247,Hero(BTN),102BB,Kd 6h,Th Qd 7s,5c,Kc,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Hero: folds; Opp(SB): raises 8.2BB; Opp(BB): folds; Opp(MP): calls 5.6BB; ,17.8BB,Opp(SB): bets 4.0BB; Opp(MP): calls 4.0BB; ,25.8BB,Opp(SB): checks; Opp(MP): checks; ,25.8BB,Opp(SB): checks; Opp(MP): checks; cbfc1dd3: shows [Ad 6d] (Ace-High); 44b5c3bb: shows [6c 6s] (Pair of Sixes); ,25.8BB,0BB,25.4BB
RC3334599220,Hero(SB),103BB,As 5h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334599166,Hero(SB),103BB,4d Tc,,,,Opp(UTG): folds; Opp(MP): raises 3.0BB; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334599087,Hero(UTG),102BB,Qc Ad,,,,Hero: raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3334599060,Hero(MP),102BB,3c As,Ah 7c 3s,5s,Ad,Opp(UTG): folds; Hero: folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.4BB; ,5.2BB,Opp(BB): checks; Opp(CO): bets 1.8BB; Opp(BB): calls 1.8BB; ,8.8BB,Opp(BB): checks; Opp(CO): checks; ,8.8BB,Opp(BB): bets 3.0BB; Opp(CO): folds; ,8.8BB,0BB,8.8BB
RC3334598706,Hero(BB),104BB,As 9s,6c 6s 5c,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero: calls 1.2BB; ,4.8BB,Hero: checks; Opp(BTN): bets 1.4BB; Hero: folds; ,4.8BB,,0BB,,0BB,-2.2BB,4.8BB
RC3334598640,Hero(UTG),104BB,As 3d,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334598536,Hero(CO),103BB,9h 9c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,1.2BB,2.4BB
RC3334598503,Hero(CO),103BB,Ac 7d,8s Qc 4s,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Opp(UTG): bets 4.4BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,0BB,4.4BB
RC3334598474,Hero(UTG),103BB,8h 7d,Qh 4h Qc,,,Hero: folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB; ,4.8BB,Opp(BB): checks; Opp(CO): bets 2.4BB; Opp(BB): folds; ,4.8BB,,0BB,,0BB,0BB,4.8BB
RC3334598447,Hero(BB),104BB,5s Ts,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.6BB; Hero: folds; ,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB
RC3334598417,Hero(CO),104BB,As 4c,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): raises 3.2BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334598389,Hero(SB),104BB,7s Qs,,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
RC3334598362,Hero(BB),105BB,2d Kh,Ks Qd Ad,Th,Qh,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): raises 7.4BB; Hero: folds; Opp(CO): calls 5.4BB; Opp(BTN): raises 30.6BB; Opp(SB): folds; Opp(CO): raises 107.2BB; Opp(BTN): calls 76.6BB; a4461af6: shows [9h 9d]; 73ccb7bc: shows [8s 8h]; ,232.6BB,,232.6BB,,232.6BB,,0BB,-1.0BB,222.8BB
RC3334598334,Hero(BTN),105BB,4s 6d,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): raises 3.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334598301,Hero(CO),105BB,Ad 2h,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): raises 2.4BB; Opp(BB): raises 7.0BB; Opp(SB): folds; ,6.2BB,,0BB,,0BB,,0BB,0BB,4.8BB
RC3334598269,Hero(BTN),105BB,9h 6c,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero: folds; Opp(SB): folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB
RC3334598239,Hero(UTG),105BB,9c 8h,,,,Hero: folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334598177,Hero(CO),105BB,8s Ks,7h 3d Tc,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Hero: folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB; ,4.8BB,Opp(BB): checks; Opp(MP): bets 1.2BB; Opp(BB): folds; ,4.8BB,,0BB,,0BB,0BB,4.8BB
RC3334598124,Hero(BTN),105BB,Ks 3c,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334597796,Hero(BB),107BB,Kc Jh,7d 6d Ts,4d,9s,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero: calls 1.0BB; ,4.4BB,Hero: checks; Opp(MP): checks; ,4.4BB,Hero: checks; Opp(MP): checks; ,4.4BB,Hero: checks; Opp(MP): checks; Hero: shows [Kc Jh] (King-High); 8507bdad: shows [Ah 6h] (Pair of Sixes); ,4.4BB,-2.0BB,4.4BB
RC3334597767,Hero(BTN),107BB,Qd 6h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero: folds; Opp(SB): raises 2.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB
RC3334597577,Hero(CO),109BB,9h 9d,,,,Opp(UTG): folds; Opp(MP): folds; Hero: raises 2.0BB; Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): folds; Hero: folds; ,5.4BB,,0BB,,0BB,,0BB,-2.0BB,5.4BB
RC3334597128,Hero(CO),105BB,9c 9h,3d Kd 5d,Kc,,Opp(UTG): folds; Opp(MP): folds; Hero: raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB; ,4.4BB,Opp(BB): checks; Hero: checks; ,4.4BB,Opp(BB): checks; Hero: bets 2.4BB; Opp(BB): folds; ,4.4BB,,0BB,2.1BB,4.4BB
RC3334597093,Hero(BB),106BB,Qc 5h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB
RC3334597065,Hero(CO),106BB,6s Td,,,,Opp(UTG): folds; Opp(MP): folds; Hero: folds; Opp(BTN): folds; Opp(SB): folds; ,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB
RC3334597033,Hero(SB),107BB,4d 5c,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero: folds; Opp(BB): folds; ,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB
